,id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra,id_eess
53,174,1562,34226 Reverendo Padre Jose Egg,-10.07169,-75.550384,MINSA,0
54,175,1564,Pedro Ruiz Gallo,-10.7297447,-75.2646256,MINSA,0
55,176,1563,Plaza Principal,-10.2975845,-74.935861,DIRESA,0
56,177,1537,Coliseo Municipal De Chaupimarca,-10.68468,-76.2538,DIRESA,0
57,178,1538,Coliseo Municipal Huachon,-10.63461,-75.84874,DIRESA,0
58,179,1539,I.E. Mariano Melgar 35003,-10.44159,-76.18988,ESSALUD,0
59,180,1543,Colegio Alfonso Ugarte,-10.77366,-75.81155,DIRESA,0
60,181,1545,Coliseo De Paragsha,-10.67409,-76.26697,DIRESA,0
61,182,1549,Polideportivo Centenario,-10.66373,-76.25505,DIRESA,0
62,183,1586,Colegio Virgen De Las Mercedes 14408,-5.24231,-79.4496,DIRESA,0
63,184,1594,Instituto Superior Tecnologico Vicus,-5.10238933,-80.17132401,DIRESA,0
64,185,1567,Universidad Nacional De Piura,-5.17957,-80.6189,DIRESA,0
65,186,1568,I.E Juan De Mori,-5.26293,-80.6703,DIRESA,0
66,187,1566,Centro Especializado De Rehabilitacion - Cerp Piura,-5.18471,-80.634,DIRESA,0
67,188,1566,Universidad Privada De Piura - Udep,-5.17662,-80.6346,DIRESA,0
68,189,1574,"Coliseo Deportivo ""jose Aguilar Santisteban""",-4.931994,-80.344169,MINSA,0
69,190,1575,Colegio Nuestra Señora Del Pilar,-5.18469,-80.6674,DIRESA,0
70,191,1575,Institucion Educativa San Martin De Sechura,-5.1681464,-80.6659834,DIRESA,0
71,192,1617,I.E.P 14861,-4.83970612,-80.64875856,MINSA,0
72,193,1611,Centro De Salud Comundad Saludable,-4.90788525,-80.69445092,MINSA,0
73,194,1611,Centro De Salud El Obrero,-4.91040558,-80.6825309,MINSA,0
74,195,1611,Cieneguillo Sur Alto,-4.98526732,-80.66054147,MINSA,0
75,196,1611,Cieneguillo Sur Canal Mocho,-4.99856057,-80.68672245,MINSA,0
76,197,1611,Colegio Eusebio Merino Y Vinces,-4.90597694,-80.69098809,MINSA,0
77,198,1611,I.E Benjamin Zapata Reyes,-4.90437824,-80.71075795,MINSA,0
78,199,1611,I.E Nueva Esperanza -Inicial,-4.92498912,-80.66025663,MINSA,0
79,200,1611,Ie. Santa Teresa De Jesus,-4.901691,-80.678124,MINSA,0
80,201,1611,Plaza De Armas De Sullana,-4.89004558,-80.68740241,MINSA,0
81,202,1611,Polideportivo Mario Yaksetig Guzman,-4.90783913,-80.67667497,MINSA,0
82,203,1171,I.E. Mariscal Ramon Castilla,-7.71414658,-79.10748633,MINSA,0
83,204,1178,Coliseo 8 De Setiembre,-7.74614565,-79.19173167,DIRESA,0
84,205,1178,I.E. Amilcar Silva Ravines,-7.74390514,-79.18802552,MINSA,0
85,206,1178,I.E.Cebe Anexo Lache,-7.74768746,-79.18946055,ESSALUD,0
86,207,1172,Coliseo Gildemeister,-7.84423381,-79.14445632,DIRESA,0
87,208,1172,Coliseo Municipal De Chicama.,-7.83840472,-79.16212172,MINSA,0
88,209,1172,Policlinico Municipal De Chiclin,-7.73248,-79.00538,MINSA,0
89,210,1173,Coliseo Sintuco,-7.81042393,-79.1995589,MINSA,0
90,211,1173,I.E. Josefina Gutierrez Fernandez,-7.79252748,-79.21999272,MINSA,0
91,212,1173,Loza Deportiva Molinos Cajanleque,-7.79328745,-79.27398641,MINSA,0
92,213,1175,Coliseo Manco Capac,-7.73660028,-79.29681318,DIRESA,0
93,214,1604,Coliseo Municipal Distrito De Paijan,-5.08614809,-81.10968261,DIRESA,0
94,215,1175,Loza Deportiva Macabi Bajo,-7.719147,-79.35582984,MINSA,0
95,216,1176,I.E. Maria Bejarano Martel,-7.68752661,-79.37291482,DIRESA,0
96,217,1175,Losa Deportiva Macabi Alto,-7.72766053,-79.31489644,DIRESA,0
97,218,1177,I.E. Cesar Vallejo,-7.92834542,-79.20608823,MINSA,0
98,219,1177,I.E. Manuel Arevalo,-7.96155979,-79.23979816,DIRESA,0
99,220,1177,I.E. Sagrado Corazon,-7.89565895,-79.22300737,MINSA,0
100,221,1161,I.E Jose Carlos Mariategui,-8.08639785,-79.00262118,DIRESA,0
101,222,1161,I.E. 80823 El Indoamericano,-8.07489255,-79.00627661,ESSALUD,0
102,223,1162,Estadio Florencia De Mora,-8.07818843,-79.01875019,DIRESA,0
103,224,1162,Instituto Tecnologico Florencia De Mora,-8.08282274,-79.02433076,ESSALUD,0
104,2088,1334,PLAZA DE ARMAS MANAS,-10.54705811,-77.18772513,MINSA,0
105,2089,1334,PLAZA DE ARMAS DE CAHUA,-10.5973342,-77.3356712,MINSA,0
106,2090,1753,I.E. Nª 108,-6.6224605,-76.7014777,,0
107,2091,266,I.E. JOSE MARIA ARGUEDAS,-13.6893,-73.1203,DIRESA,0
108,2092,266,I.E. DIVINO MAESTRO,-13.60717,-73.16052,DIRESA,0
109,2093,266,EL TAMBO QUILLABAMBA,-13.6329103,-73.2003362,DIRESA,0
110,2094,1636,C.S. CHUCUITO,-15.89560289,-69.88619335,,0
111,2095,278,I.E. JOSE MARIA ARGUEDAS ALTAMIRANO,-13.5344,-73.2879,DIRESA,0
112,2096,268,I.E. PERLAS DEL SABER,-13.621452,-73.253156,DIRESA,0
113,2097,268,I.E. MIGUEL GRAU SEMINARIO,-13.587641,-73.340936,DIRESA,0
114,2098,262,I.E. ENRIQUE MARTINELLY TIZON,-13.8705,-73.6651,DIRESA,0
115,2099,264,I.E. DOS DE MAYO,-13.7576,-73.5268,DIRESA,0
116,2100,271,I.E. JUAN PABLO VIZCARDO Y GUZMAN,-13.773,-73.6023,DIRESA,0
117,2101,273,I.E. FRANCISCO BOLOGNESI CERVANTES,-13.958912,-73.60981,DIRESA,0
118,2102,1409,PLAZA DE ARMAS DE PACCHO,-10.9574108,-76.933022,MINSA,0
119,2103,1416,PLAZA DE ARMAS DE CAUJUL,-10.8056909,-76.9787818,MINSA,0
120,2104,1405,PLAZA DE ARMAS DE PUÑUN,-10.9181,-76.8253,MINSA,0
121,2105,1417,LOCAL COMUNAL DE COLCAPAMPA,-10.8629379,-77.1293605,MINSA,0
122,2106,1418,PLAZA DE ARMAS DE NAVAN,-10.8356,-77.0122,MINSA,0
123,2107,1415,PLAZA DE ARMAS DE ANDAJES,-10.7917,-76.91,MINSA,0
124,2108,1410,PLAZA DE ARMAS DE CHIUCHIN,-10.9483,-76.745,MINSA,0
125,2109,1403,ESTADIO DE AMBAR DE AMBAR,-10.7564,-77.2719,MINSA,0
126,2110,1408,LOCAL COMUNAL DE PICHUPAMPA,-11.099624,-76.99001,MINSA,0
127,2111,1408,LOCAL COMUNAL DE SANTA CRUZ LEONCIO PRADO,-11.059851,-76.929477,MINSA,0
128,2112,1707,C.S. ORURILLO 00003177,-14.72103491,-70.51946732,,0
129,2113,1709,P.S. UMACHIRI 00003188,-14.85145987,-70.74820218,,0
130,2114,1703,P.S. CUPI 00003162,-14.90364057,-70.86452239,,0
131,2115,1695,P.S. OCUVIRI 00003151,-15.11575848,-70.9032982,,0
132,2116,1338,PLAZA DE ARMAS DE HUAROS,-11.40674496,-76.57566583,MINSA,0
133,2117,1414,CENTRO DE SALUD OYON,-10.6681508,-76.7719278,MINSA,0
134,2118,1419,CENTRO DE SALUD CHURIN,-10.8151797,-76.8764411,MINSA,0
135,2119,1339,I.E  NUESTRA SEÑORA DEL CARMEN - LACHAQUI,-11.55291864,-76.62631398,MINSA,0
136,2120,1341,I.E SAN ANTONIO DE PADUA - TRAPICHE,-11.7214717,-76.96345961,MINSA,0
137,2121,1702,C.S. ANTAUTA 00002962,-14.29650009,-70.29342285,,0
138,2122,1337,PLAZA DE ARMAS DE HUAMANTANGA,-11.49912629,-76.74905187,MINSA,0
139,2123,1698,C.S. PUCARA 00003152,-15.0472151,-70.36696549,,0
140,2124,1727,C.S. PATAMBUCO 00003191,-14.35922547,-69.61376719,,0
141,2126,900,PLAZA PRINCIPAL DE SALCAHUASI,-12.096142,-74.7629356,DIRESA,0
142,2127,890,MUNICIPALIDAD DE ACRAQUIA,-12.4098473,-74.9029467,DIRESA,0
143,2128,1705,C.S. MACARI 00003166,-14.77234664,-70.90368116,,0
144,2129,891,AUDITORIO DE LA MUNICIPALIDAD DE AHUAYCHA,-12.40739,-74.8914215,DIRESA,0
145,2130,1705,TERMINAL TERRESTRE MACARI,-14.7695194,-70.9015726,,0
146,2131,261,I.E. SAN FRANCISCO DE ASIS,-13.5262,-73.3689,DIRESA,0
147,2132,888,CASA DEL ADULTO MAYOR PAMPAS,-12.3973753,-74.8702757,DIRESA,0
148,2133,261,I.E.P Nro 54122 LOS CHANKAS,-13.5556279,-73.3430363,DIRESA,0
149,2134,888,COLISEO DE PAMPAS,-12.3996613,-74.8668127,DIRESA,0
150,2135,1670,C.S. USICAYOS 00003149,-14.12669535,-69.9684121,,0
151,2136,892,CAMPO DEPORTIVO DEL MERCADO DE ABASTOS - COLCABAMBA,-12.4108711,-74.680932,DIRESA,0
152,2137,1340,LOCAL COMUNAL SAN BUENAVENTURA,-11.48933941,-76.66218307,MINSA,0
153,2138,905,MUNICIPALIDAD DE HUARANHUAY,-12.3565785,-74.5805059,DIRESA,0
154,2139,1341,I. E  SANTA ROSA DE YANGAS,-11.69511865,-76.8460211,MINSA,0
155,2140,899,GRAS SINTETICO DE SALCABAMBA,-12.2021534,-74.7808185,DIRESA,0
156,2141,889,COLEGIO DE ACOSTAMBO CARRETERA PRINCIPAL,-12.3564287,-75.0600359,DIRESA,0
157,2142,896,ESTADIO DE ÑAHUIMPUQUIO,-12.3292713,-75.0701934,DIRESA,0
158,2143,1336,LOCAL COMUNAL DE ARAHUAY,-11.62130151,-76.67044556,MINSA,0
159,2144,1659,PS CHIJCHIPANI - SANTIAGO DE PUPUJA AZANGARO-PUNO,-15.14096158,-70.22883563,,0
160,2145,1728,C.S. PHARA 00003194,-14.15391288,-69.66382673,,0
161,2147,810,I.E. 36034 VIÑAS,-12.61628909,-75.2167215,,0
162,2148,810,I.E. MIGUEL GRAU SEMINARIO DE ANCCAPA,-12.67240061,-75.21409367,,0
163,2149,846,IPRESS - P.S. CHUPACC,-13.1448736,-74.404765,MINSA,0
164,2150,810,PUESTO DE SALUD SAN JOSE DE ACOBAMBILLA,-12.67249818,-75.32477935,,0
165,2151,818,PUESTO DE SALUD MANTA,-12.638393,-75.1778853,,0
166,2152,810,PUESTO DE SALUD PUITUCO,-12.7140607,-75.4343041,,0
167,2153,810,PUESTO DE SALUD SAN MIGUEL DE ACOBAMBILLA,-12.707125,-75.2069344,,0
168,2154,846,CASA COMUNAL CASACANCHA - CHUPACC,-13.1448736,-74.404765,MINSA,0
169,2155,811,Municipio de Ocopa,-12.6402951,-74.9209103,,0
170,2156,846,CASA COMUNAL PUIHUAN - CHUPACC,-13.1448736,-74.404765,MINSA,0
171,2157,846,TAMBO ANTA - CHUPACC,-13.1448736,-74.404765,MINSA,0
172,2158,811,MUNICIPIO PALMADERA,-12.6401292,-74.9205118,,0
173,2159,1636,INSTITUCION EDUCATIVA PRIMARIA 70096  COCHIRAYA - CHUCUITO,-15.855,-69.82478,MINSA,0
174,2160,845,PLAZA PRINCIPAL LAMBRAS - SAN ANTONIO DE ANTAPARCO,-13.0755659,-74.4105862,MINSA,0
175,2161,811,MUNICIPIO CHILHUACCASA,-12.6401292,-74.9205118,,0
176,2162,811,CENTRO POBLADO DE HUANASPAMPA,-12.6692077,-74.8846112,,0
177,2163,840,IPRESS - P.S. CHINCHO,-13.0219085,-74.3475043,MINSA,0
178,2164,809,CENTRO POBLADO PUEBLO LIBRE,-12.8097299,-74.9362206,,0
179,2165,811,MUNICIPIO DE LAIMINA,-12.6594994,-74.8978734,,0
180,2166,1636, INSTITUCION EDUCATIVA PRIMARIA 70694 LUQUINA GRANDE - CHUCUITO,-15.7969,-69.8291,MINSA,0
181,2167,811,MUNICIPIO DE QUIMINA,-12.63201196,-74.86392398,,0
182,2168,811,CENTRO POBLADO CCATCCO - PUCUTO,-12.612658,-74.9016054,,0
183,2169,811,CENTRO POBLADO MUQUECC ALTO MUNICIPIO,-12.6334105,-74.9002123,,0
184,2170,811,CENTRO POBLADO MUQUECC BAJO MUNICIPIO,-12.6293233,-74.8891194,,0
185,2171,813,MUNICIPIO CENTRO POBLADO DE JATUNPAMPA,-12.4746583,-75.0522376,,0
186,2172,811,CENTRO POBLADO PUCACCOCHA,-12.6888678,-74.9124265,,0
187,2173,811,CENTRO DE SALUD AÑANCUSI,-12.5868782,-74.7150972,,0
188,2174,811,PUESTO DE SALUD PALLALLA,-12.5652919,-74.7389982,,0
189,2175,872,PLAZA DE ARMAS HUAYTARA,-13.59973926,-75.35293093,DIRESA,0
190,2176,811,PUESTO DE SALUD AÑAYLLA,-12.6138024,-74.7099618,,0
191,2177,811,PUESTO DE SALUD ALHUARA,-12.6121567,-74.6888144,,0
192,2178,811,PUESTO DE SALUD UNION AMBO,-12.4933663,-74.7713662,,0
193,2179,811,PUESTO DE SALUD ALIANZA ANDINA,-12.6420558,-74.8631402,,0
194,2180,811,PUESTO DE SALUD CHUPACA,-12.5222001,-74.8301973,,0
195,2181,811,PUESTO DE SALUD CCOSNIPUQUIO,-12.6247436,-74.7057478,,0
196,2182,872,LOZA DEPORTIVA DEL ANEXO DE CHOCORVO,-13.6042392,-75.3440587,DIRESA,0
197,2183,875,PLAZA DE ARMAS DE HUAYACUNDO ARMA,-13.5339963,-75.3146286,DIRESA,0
198,2184,811,INSTITUTO TECNOLOGICO AGROPECUARIO DE ACORIA,-12.6459051,-74.8578668,,0
199,2185,881,TAMBO DE CUSICANCHA,-13.4612818,-75.2798207,DIRESA,0
200,2186,811,CENTRO DE SALUD ACORIA,-12.6423221,-74.8640303,,0
201,2187,811,PUESTO DE SALUD DE SILVA,-12.6888273,-74.8327094,,0
202,2188,881,PAMPAPUQUIO,-13.4780234,-75.2745756,DIRESA,0
203,2189,811,I.E JOSE SANTOS CHOCANO DE LIRIO,-12.5786425,-74.885371,,0
204,2190,811,PLAZA PRINCIPAL DE ATAYLLAMA,-12.5789147,-74.8659206,,0
205,2191,811,CASA COMUNAL NARANJAL,-12.5798123,-74.8150274,,0
206,2192,811,PLAZA PRINCIPAL HUIÑACC CENTRO,-12.6868193,-74.8466924,DIRESA,0
207,2193,1721,DISTRITO CABANILLAS,-15.6396991,-70.3486786,MINSA,0
208,2194,1720,DISTRITO CABANA,-15.6494849,-70.3215901,MINSA,0
209,2195,1693,DISTRITO CALAPUJA,-15.3137962,-70.2189972,MINSA,0
210,2196,1655,DISTRITO SAMAN,-15.2956033,-70.0209583,MINSA,0
211,2197,884,PLAZA DE ARMAS SANTIAGO DE CHOCORVOS,-13.8255362,-75.257617,DIRESA,0
212,2198,840,CASA COMUNAL VILLOCC - CHINCHO,-13.0219085,-74.3475043,MINSA,0
213,3394,1559,TERMINAL TERRESTRE DISTRITO CHONTABAMBA,-10.6025304,-75.4375384,MINSA,0
214,3395,108,PLAZA DEL CENTRO POBLADO DE HUAYA,-9.165687506,-77.3821557,MINSA,0
215,3396,1661,IEP 72600 GRANDIOSO TUPAC AMARU,-14.0680512,-70.4346922,,0
216,3397,117, PUESTO SATELITE ANDACHUPA- HUALLANCA,-9.786623349,-76.91778828,MINSA,0
217,3399,117,LOCAL COMUNAL UTUTUPAMPA - HUALLANCA,-9.740191779,-76.95684956,MINSA,0
218,3400,215,COAR - CATAC,-9.808968996,-77.42579368,,0
219,3402,304,EX ESSALUD -  HOSPITAL TAMBOBAMBA,-13.94624974,-72.17503226,,0
220,3403,108,PLAZA DEL CENTRO POBLADO DE RAYAN,-9.153263051,-77.35166703,MINSA,0
221,3404,108,PLAZA DEL CENTRO POBLADO DE MACUASH,-9.148685197,-77.35431572,,0
222,3405,108,PLAZA DEL CENTRO POBLADO DE SOCOS,-9.136358792,-77.36204182,MINSA,0
223,3406,108,PLAZA DEL CENTRO POBLADO DE HUALLIN,-9.180509827,-77.42324849,MINSA,0
224,3407,108,PLAZA DEL CENTRO POBLADO DE TINCO,-9.167649641,-77.3665828,MINSA,0
225,3408,108,PLAZA DEL CENTRO POBLADO DE VISCAS,-9.150182688,-77.3874705,MINSA,0
226,3409,108,PLAZA DEL CENTRO POBLADO DE COCHAS,-9.174671266,-77.36436059,MINSA,0
227,3410,108,PLAZA DEL CENTRO POBLADO DE GOYLLARHUANCA,-9.167405368,-77.36200024,MINSA,0
228,3411,216,TEATRO MUNICIPAL DE COTAPARACO,-9.993340309,-77.58798247,,0
229,3412,167,TEATRO MUNICIPAL DE COCHAPETI,-9.987416639,-77.64629772,,0
230,3413,222,AUDITORIUM DE LA MUNICIPALIDAD DE TAPACOCHA,-10.00989422,-77.56950473,,0
231,3414,215,PUESTO SALUD PAMPA DE LAMPAS,-10.05848267,-77.27385949,,0
232,3415,1562,CASA CULTURAL,-10.07194966,-75.55157787,MINSA,0
233,3417,1281,Punto de Vacunación 1,-12.0593277,-77.041171,,0
234,3418,117,INSTITUCION EDUCATIVA88367  PALMADERA  - HUALLANCA,-9.853033945,-77.03269057,MINSA,0
235,3419,123,IE Nº 86242 AGUSTIN DEXTRE CORDOBA - CORPANQUI,-10.28545433,-77.19893484,DIRESA,0
236,3420,697,COLEGIO GARCILASO,-13.52083037,-71.96659554,MINSA,0
237,3427,1511,SALON COMUNAL - BOCA MANU,-12.2646349,-70.9103902,,0
238,3428,1511,SALON COMUNAL COMUNIDAD NATIVA DIAMANTE - DIAMANTE,-11.7375914,-71.6673352,,0
239,3429,1512,SALON COMUNAL ISIRIWE - BOCA COLORADO,-12.5056706,-70.600539,,0
240,3430,1512,COMPLEJO DEPORTIVO DELTA 1 - BOCA COLORADO,-12.790512,-70.521002,,0
241,3431,1773,I.E. 0353,-6.4849,-76.5859,MINSA,0
242,3432,1751,I.E. 0176 Ricardo Palma - Comunidad Nativa Huingoyacu,-6.8633875,-76.660924,,0
243,3433,130,PUESTO DE SALUD COPA GRANDE,-9.289868142,-77.56151205,MINSA,0
244,3434,683,PLAZA CENTRAL - CPP CHAQUIL,-6.6356697,-78.8552257,MINSA,0
245,3435,682,MERCADO DE ABASTOS - CHANCAY BAÑOS,-6.5768768,-78.8666093,MINSA,0
246,3436,128,PUESTO DE SALUD PURHUAY,-9.329499901,-77.62099386,MINSA,0
247,3437,681,SALON DE USOS MULTIPLES - CATACHE,-6.6750933,-79.0327692,DIRESA,0
248,3438,130,MUNICIPALIDAD DE RECUAYHUANCA,-9.340013514,-77.55448924,MINSA,0
249,3439,1192,I.E. JUAN ALVARADO - OTUZCO,-7.9022511,-78.5662345,MINSA,0
250,3440,1192,I.E. SIMON BOLIVAR  - OTUZCO,-7.902401,-78.565608,MINSA,0
251,3441,1192,I.EP. JOSE MARIA ALVAREZ  - OTUZCO,-7.905015343,-78.56051215,MINSA,0
252,3442,1813,I.E.P.S.M.  N° 0413,-8.197104813,-76.57353884,,0
253,3443,1207,IE. SANTO TORIBIO - TAYABAMBA,-8.273645427,-77.29927051,MINSA,0
254,3444,1207,IE. ANGELO PAGANI- TAYABAMBA,-8.276619078,-77.30083499,MINSA,0
255,3445,1207,IE. INSTITUTO SUPERIO PEDAGOCICO TAYABAMBA,-8.27986496,-77.29748298,MINSA,0
256,3446,94,IE SAN FRANCISCO DE ASIS,-9.5628488,-77.8934352,MINSA,0
257,3447,1210,PLAZA ARMAS - COCHACARA,-8.469614365,-77.23479322,MINSA,0
258,3448,1568,IGLESIA PRESENCIA DE DIOS,-5.2330639,-80.638623,MINSA,0
259,3449,142,IE AGROPECUARIO YAUTAN,-9.5101851,-77.9951381,MINSA,0
260,3450,1210,COLISEO MUNICIPAL - HUANCASPATA,-8.457487,-77.2982936,MINSA,0
261,3451,88,PLAZA DE ARMAS - RAYPA,-9.7452062,-77.881388,,0
262,3452,1210,LOSA DEPORTIVA GREGORIO LECCA - HUANCASPATA,-8.457487,-77.2982936,MINSA,0
263,3453,87,MUNICIPALIDAD DE COLCABAMBA,-9.59481,-77.80838,MINSA,0
264,3454,737,INPE SICUANI,-14.2740192,-71.2342043,,0
265,3455,86,IE 86061,-9.4950639,-77.8597701,MINSA,0
266,3456,1216,PLAZA ARMAS DE PARCOY,-7.969514,-77.426338,MINSA,0
267,3457,1215,PLAZA DE ARMAS PATAZ,-7.711503713,-77.58484698,MINSA,0
268,3458,166,COLISEO MARIANO LOO GRANDA,-10.0713921,-78.1554634,MINSA,0
269,3459,1218,ESTADIO DEL CLUB BOLIVAR - TAURIJA,-8.306745746,-77.42364015,MINSA,0
270,3460,166,IE 86056 DANIEL ALCIDES CARRION,-10.0713921,-78.1554634,,0
271,3461,1219,LOSA DEPORTIVA - URPAY,-8.3474627,-77.3918504,MINSA,0
272,3462,1217,LOSA DEPORTIVA SANTIAGO DE CHALLAS,-8.4390758,-77.3205791,MINSA,0
273,3463,166,IE SANTA ROSA,-10.0535963,-78.1560087,,0
274,3464,168,IE 88109 ALFONSO UGARTE,-9.9501494,-78.221974,,0
275,3465,1212,PLAZA DE ARMAS - HUAYO,-8.041897458,-77.52089607,MINSA,0
276,3466,1216,ESTADIO GRAN PAJATEN - PIAS,-7.8718216,-77.5466258,MINSA,0
277,3467,687,SALON DE USOS MULTIPLES - SEXI,-6.5604509,-79.0523061,MINSA,0
278,3468,170,IE 86142 SABIO SANTIAGO ANTUNEZ DE MAYOLO,-9.9453293,-77.7472042,,0
279,3469,1209,ANFITEATRO MUNICIPAL CHILIA,-8.1243632,-77.5146453,MINSA,0
280,3470,1209,PLAZA DE ARMAS HUAYAUCITO - CHILIA,-8.1371599,-77.5390127,MINSA,0
281,3471,88,IE 86054 JAVIER ROMERO MAGUIÑA,-9.7229175,-77.8180068,,0
282,3472,1208,COLISEO MUNICIPAL BULDIBUYO -,-8.127423827,-77.39502017,MINSA,0
283,3473,227,P.S. MACATE,-8.759744838,-78.05966767,,0
284,3474,232,PLAZA MAYOR DE NUEVO CHIMBOTE,-9.1220885,-78.5311232,MINSA,0
285,3475,1213,PLAZA DE ARMAS ONGON,-8.207604289,-76.98350587,MINSA,0
286,3476,224,P.S. LUPAHUARY,-8.867369777,-78.28307251,,0
287,3477,1213,CAMPO DEPORTIVO UCTUBAMBA - ONGON,-8.1346042,-77.1288994,MINSA,0
288,3478,227,P.S. SANTA ANA SIERRA,-8.886853131,-78.21468834,,0
289,3479,224,P.S. SANTA ROSA PAQUIRCA,-8.982319555,-78.51836282,,0
290,3480,1207,CASA COMUNAL LA VICTORIA - TAYABAMBA,-8.2768959,-77.2983734,MINSA,0
291,3481,681,COMPLEJO DEPORTIVO UDIMA,-6.8114224,-79.086585,MINSA,0
292,3482,681,LOCAL COMUNAL MONTE SECO,-6.8579166,-79.1130321,MINSA,0
293,3483,1252,LOCAL COMUNAL MACUACO,-6.8021249,-79.2376852,MINSA,0
294,3484,1192,"POLIDEPORTIVO""RAMON CASTILLA "" - OTUZCO",-7.9058992,-78.5604816,MINSA,0
